x-axis,1,2
second,Volt,Volt
-15.160000E+00,+588.513E-03,-19.896E-03
-15.154800E+00,+588.146E-03,-19.896E-03
-15.149600E+00,+587.810E-03,-22.409E-03
-15.144400E+00,+588.352E-03,-19.896E-03
-15.139200E+00,+588.325E-03,-19.896E-03
-15.134000E+00,+587.847E-03,-19.896E-03
-15.128800E+00,+588.159E-03,-19.896E-03
-15.123600E+00,+588.342E-03,-19.896E-03
-15.118400E+00,+588.081E-03,-19.896E-03
-15.113200E+00,+587.930E-03,-19.896E-03
-15.108000E+00,+588.727E-03,-19.896E-03
-15.102800E+00,+588.435E-03,-19.896E-03
-15.097600E+00,+588.006E-03,-19.896E-03
-15.092400E+00,+588.769E-03,-19.896E-03
-15.087200E+00,+588.124E-03,-19.896E-03
-15.082000E+00,+587.722E-03,-19.896E-03
-15.076800E+00,+588.425E-03,-19.896E-03
-15.071600E+00,+588.159E-03,-21.969E-03
-15.066400E+00,+587.767E-03,-20.964E-03
-15.061200E+00,+588.332E-03,-22.346E-03
-15.056000E+00,+588.400E-03,-19.896E-03
-15.050800E+00,+587.945E-03,-19.896E-03
-15.045600E+00,+588.320E-03,-19.896E-03
-15.040400E+00,+588.928E-03,-20.964E-03
-15.035200E+00,+588.330E-03,-19.896E-03
-15.030000E+00,+587.910E-03,-22.409E-03
-15.024800E+00,+589.038E-03,-19.896E-03
-15.019600E+00,+588.177E-03,-21.969E-03
-15.014400E+00,+587.734E-03,-22.409E-03
-15.009200E+00,+588.920E-03,-19.896E-03
-15.004000E+00,+581.679E-03,+553.282E-03
-14.998800E+00,+530.134E-03,+4.944362E+00
-14.993600E+00,+530.033E-03,+4.944928E+00
-14.988400E+00,+529.330E-03,+4.944928E+00
-14.983200E+00,+530.036E-03,+4.944928E+00
-14.978000E+00,+530.071E-03,+4.944928E+00
-14.972800E+00,+529.330E-03,+4.944928E+00
-14.967600E+00,+529.963E-03,+4.944928E+00
-14.962400E+00,+530.192E-03,+4.944928E+00
-14.957200E+00,+529.523E-03,+4.944928E+00
-14.952000E+00,+529.656E-03,+4.944928E+00
-14.946800E+00,+530.089E-03,+4.944928E+00
-14.941600E+00,+529.518E-03,+4.944928E+00
-14.936400E+00,+529.458E-03,+4.944928E+00
-14.931200E+00,+530.131E-03,+4.944928E+00
-14.926000E+00,+529.807E-03,+4.944928E+00
-14.920800E+00,+529.275E-03,+4.944928E+00
-14.915600E+00,+530.099E-03,+4.944928E+00
-14.910400E+00,+529.747E-03,+4.947440E+00
-14.905200E+00,+529.033E-03,+4.944928E+00
