x-axis,1,2
second,Volt,Volt
-4.070000E+00,+6.960905E+00,+6.482655E+00
-4.067500E+00,+6.960905E+00,+6.482655E+00
-4.065000E+00,+6.655978E+00,+6.230503E+00
-4.062500E+00,+6.551579E+00,+6.144560E+00
-4.060000E+00,+6.551622E+00,+6.144799E+00
-4.057500E+00,+6.552236E+00,+6.145088E+00
-4.055000E+00,+6.552631E+00,+6.144984E+00
-4.052500E+00,+6.552705E+00,+6.144848E+00
-4.050000E+00,+6.552914E+00,+6.145343E+00
-4.047500E+00,+6.553173E+00,+6.145347E+00
-4.045000E+00,+6.553241E+00,+6.145639E+00
-4.042500E+00,+6.553234E+00,+6.145535E+00
-4.040000E+00,+6.553381E+00,+6.145245E+00
-4.037500E+00,+6.553738E+00,+6.145225E+00
-4.035000E+00,+6.553762E+00,+6.145288E+00
-4.032500E+00,+6.553744E+00,+6.145376E+00
-4.030000E+00,+6.553897E+00,+6.145649E+00
-4.027500E+00,+6.554056E+00,+6.145655E+00
-4.025000E+00,+6.553995E+00,+6.145433E+00
-4.022500E+00,+6.554313E+00,+6.145787E+00
-4.020000E+00,+6.554023E+00,+6.145496E+00
-4.017500E+00,+6.554246E+00,+6.145467E+00
-4.015000E+00,+6.554480E+00,+6.145594E+00
-4.012500E+00,+6.554439E+00,+6.145569E+00
-4.010000E+00,+6.554574E+00,+6.145567E+00
-4.007500E+00,+6.554558E+00,+6.145541E+00
-4.005000E+00,+6.554794E+00,+6.145675E+00
-4.002500E+00,+6.554808E+00,+6.145335E+00
-4.000000E+00,+6.554986E+00,+6.145398E+00
-3.997500E+00,+6.555000E+00,+6.145475E+00
-3.995000E+00,+6.555143E+00,+6.145936E+00
-3.992500E+00,+6.555034E+00,+6.145820E+00
-3.990000E+00,+6.555175E+00,+6.145846E+00
-3.987500E+00,+6.555126E+00,+6.145659E+00
-3.985000E+00,+6.555287E+00,+6.145720E+00
-3.982500E+00,+6.555222E+00,+6.145979E+00
-3.980000E+00,+6.555475E+00,+6.146181E+00
-3.977500E+00,+6.555134E+00,+6.146091E+00
-3.975000E+00,+6.555503E+00,+6.145846E+00
-3.972500E+00,+6.555654E+00,+6.146005E+00
-3.970000E+00,+6.555524E+00,+6.145791E+00
-3.967500E+00,+6.555567E+00,+6.146162E+00
-3.965000E+00,+6.555548E+00,+6.146007E+00
-3.962500E+00,+6.555562E+00,+6.146126E+00
-3.960000E+00,+6.555866E+00,+6.146111E+00
-3.957500E+00,+6.555882E+00,+6.146348E+00
-3.955000E+00,+6.555789E+00,+6.146260E+00
