x-axis,1,2
second,Volt,Volt
-5.160000E+00,+590.099E-03,-18.737E-03
-5.154800E+00,+589.752E-03,-19.896E-03
-5.149600E+00,+589.397E-03,-19.896E-03
-5.144400E+00,+590.434E-03,-19.896E-03
-5.139200E+00,+590.452E-03,-19.896E-03
-5.134000E+00,+589.677E-03,-19.896E-03
-5.128800E+00,+590.308E-03,-19.896E-03
-5.123600E+00,+589.864E-03,-19.896E-03
-5.118400E+00,+589.559E-03,-19.896E-03
-5.113200E+00,+589.829E-03,-19.896E-03
-5.108000E+00,+589.739E-03,-19.896E-03
-5.102800E+00,+589.566E-03,-19.896E-03
-5.097600E+00,+589.636E-03,-18.342E-03
-5.092400E+00,+590.070E-03,-17.384E-03
-5.087200E+00,+589.931E-03,-19.147E-03
-5.082000E+00,+589.415E-03,-19.896E-03
-5.076800E+00,+590.100E-03,-17.384E-03
-5.071600E+00,+590.164E-03,-19.440E-03
-5.066400E+00,+589.351E-03,-19.896E-03
-5.061200E+00,+590.393E-03,-19.896E-03
-5.056000E+00,+589.824E-03,-19.896E-03
-5.050800E+00,+588.986E-03,-19.896E-03
-5.045600E+00,+590.199E-03,-17.384E-03
-5.040400E+00,+589.919E-03,-19.896E-03
-5.035200E+00,+589.518E-03,-19.896E-03
-5.030000E+00,+589.967E-03,-19.896E-03
-5.024800E+00,+590.050E-03,-19.896E-03
-5.019600E+00,+589.755E-03,-19.896E-03
-5.014400E+00,+589.790E-03,-19.750E-03
-5.009200E+00,+590.122E-03,-19.641E-03
-5.004000E+00,+589.646E-03,-19.896E-03
-4.998800E+00,+563.125E-03,+4.957490E+00
-4.993600E+00,+562.635E-03,+4.960003E+00
-4.988400E+00,+561.656E-03,+4.958140E+00
-4.983200E+00,+563.347E-03,+4.957490E+00
-4.978000E+00,+562.962E-03,+4.960003E+00
-4.972800E+00,+561.906E-03,+4.960003E+00
-4.967600E+00,+563.396E-03,+4.960003E+00
-4.962400E+00,+563.583E-03,+4.960003E+00
-4.957200E+00,+561.809E-03,+4.960003E+00
-4.952000E+00,+563.399E-03,+4.960003E+00
-4.946800E+00,+563.362E-03,+4.960003E+00
-4.941600E+00,+561.895E-03,+4.960003E+00
-4.936400E+00,+563.051E-03,+4.960003E+00
-4.931200E+00,+563.307E-03,+4.957490E+00
-4.926000E+00,+562.283E-03,+4.960003E+00
-4.920800E+00,+562.212E-03,+4.959555E+00
-4.915600E+00,+563.454E-03,+4.957490E+00
-4.910400E+00,+562.912E-03,+4.960003E+00
-4.905200E+00,+562.030E-03,+4.960003E+00
