x-axis,1,2
second,Volt,Volt
+10.000E-03,+11.772565E+00,+11.592996E+00
+12.500E-03,+11.772785E+00,+11.592996E+00
+15.000E-03,+11.772312E+00,+11.588049E+00
+17.500E-03,+11.772479E+00,+11.592996E+00
+20.000E-03,+11.772281E+00,+11.591818E+00
+22.500E-03,+11.772118E+00,+11.587971E+00
+25.000E-03,+11.772064E+00,+11.590405E+00
+27.500E-03,+11.772049E+00,+11.592996E+00
+30.000E-03,+11.771876E+00,+11.591661E+00
+32.500E-03,+11.771708E+00,+11.592996E+00
+35.000E-03,+11.771615E+00,+11.592996E+00
+37.500E-03,+11.771697E+00,+11.592996E+00
+40.000E-03,+11.771755E+00,+11.592996E+00
+42.500E-03,+11.771607E+00,+11.592996E+00
+45.000E-03,+11.771760E+00,+11.592996E+00
+47.500E-03,+11.771546E+00,+11.592996E+00
+50.000E-03,+11.771533E+00,+11.592996E+00
+52.500E-03,+11.771680E+00,+11.592996E+00
+55.000E-03,+11.771511E+00,+11.592996E+00
+57.500E-03,+11.771730E+00,+11.592996E+00
+60.000E-03,+11.771684E+00,+11.592996E+00
+62.500E-03,+11.771314E+00,+11.592996E+00
+65.000E-03,+11.771056E+00,+11.592996E+00
+67.500E-03,+11.771551E+00,+11.592996E+00
+70.000E-03,+11.771152E+00,+11.592996E+00
+72.500E-03,+11.771205E+00,+11.592996E+00
+75.000E-03,+11.771103E+00,+11.592996E+00
+77.500E-03,+11.770937E+00,+11.592996E+00
+80.000E-03,+11.771205E+00,+11.592996E+00
+82.500E-03,+11.770875E+00,+11.589777E+00
+85.000E-03,+11.770861E+00,+11.587971E+00
+87.500E-03,+11.770781E+00,+11.591033E+00
+90.000E-03,+11.770750E+00,+11.592996E+00
+92.500E-03,+11.770875E+00,+11.592996E+00
+95.000E-03,+11.770698E+00,+11.592996E+00
+97.500E-03,+11.770714E+00,+11.592996E+00
+100.000E-03,+11.770803E+00,+11.592996E+00
+102.500E-03,+11.770703E+00,+11.592996E+00
+105.000E-03,+11.770657E+00,+11.592996E+00
+107.500E-03,+11.770659E+00,+11.592996E+00
+110.000E-03,+11.770576E+00,+11.592996E+00
+112.500E-03,+11.770430E+00,+11.592996E+00
+115.000E-03,+11.770207E+00,+11.592996E+00
+117.500E-03,+11.770491E+00,+11.592996E+00
+120.000E-03,+11.770455E+00,+11.592996E+00
+122.500E-03,+11.770293E+00,+11.592996E+00
+125.000E-03,+11.770304E+00,+11.592996E+00
+127.500E-03,+11.770440E+00,+11.592996E+00
+130.000E-03,+11.770200E+00,+11.592996E+00
