x-axis,F1
+152.4000E+00,-72.76718E+00
+152.8000E+00,-72.83057E+00
+153.2000E+00,-72.50506E+00
+153.6000E+00,-72.17956E+00
+154.0000E+00,-71.85406E+00
+154.4000E+00,-71.52855E+00
+154.8000E+00,-71.20305E+00
+155.2000E+00,-70.87754E+00
+155.6000E+00,-70.55204E+00
+156.0000E+00,-70.22654E+00
+156.4000E+00,-69.90103E+00
+156.8000E+00,-69.57553E+00
+157.2000E+00,-69.25002E+00
+157.6000E+00,-68.92452E+00
+158.0000E+00,-68.59902E+00
+158.4000E+00,-68.27351E+00
+158.8000E+00,-67.94801E+00
+159.2000E+00,-67.62250E+00
+159.6000E+00,-67.29700E+00
+160.0000E+00,-66.97150E+00
+160.4000E+00,-66.90056E+00
+160.8000E+00,-67.13237E+00
+161.2000E+00,-67.36418E+00
+161.6000E+00,-67.59599E+00
+162.0000E+00,-67.82780E+00
+162.4000E+00,-68.05960E+00
+162.8000E+00,-68.29141E+00
+163.2000E+00,-68.52322E+00
+163.6000E+00,-68.75503E+00
+164.0000E+00,-68.98684E+00
+164.4000E+00,-69.21864E+00
+164.8000E+00,-69.45045E+00
+165.2000E+00,-69.68226E+00
+165.6000E+00,-69.91407E+00
+166.0000E+00,-70.14588E+00
+166.4000E+00,-70.37768E+00
+166.8000E+00,-70.60949E+00
+167.2000E+00,-70.84130E+00
+167.6000E+00,-71.07311E+00
+168.0000E+00,-71.11279E+00
+168.4000E+00,-70.84335E+00
+168.8000E+00,-70.57391E+00
+169.2000E+00,-70.30447E+00
+169.6000E+00,-70.03503E+00
+170.0000E+00,-69.76559E+00
+170.4000E+00,-69.49615E+00
+170.8000E+00,-69.22671E+00
+171.2000E+00,-68.95727E+00
+171.6000E+00,-68.68783E+00
+172.0000E+00,-68.41839E+00
+172.4000E+00,-68.14895E+00
+172.8000E+00,-67.87951E+00
+173.2000E+00,-67.61007E+00
+173.6000E+00,-67.34063E+00
+174.0000E+00,-67.07119E+00
+174.4000E+00,-66.80175E+00
+174.8000E+00,-66.53231E+00
+175.2000E+00,-66.26287E+00
+175.6000E+00,-66.23831E+00
+176.0000E+00,-66.75927E+00
+176.4000E+00,-67.28023E+00
+176.8000E+00,-67.80119E+00
+177.2000E+00,-68.32215E+00
+177.6000E+00,-68.84311E+00
+178.0000E+00,-69.36407E+00
+178.4000E+00,-69.88503E+00
+178.8000E+00,-70.40599E+00
+179.2000E+00,-70.92695E+00
+179.6000E+00,-71.44791E+00
+180.0000E+00,-71.96887E+00
+180.4000E+00,-72.48983E+00
+180.8000E+00,-73.01079E+00
+181.2000E+00,-73.53175E+00
+181.6000E+00,-74.05271E+00
+182.0000E+00,-74.57367E+00
+182.4000E+00,-75.09463E+00
+182.8000E+00,-75.61559E+00
+183.2000E+00,-75.91524E+00
+183.6000E+00,-75.49975E+00
+184.0000E+00,-75.08426E+00
+184.4000E+00,-74.66877E+00
+184.8000E+00,-74.25328E+00
+185.2000E+00,-73.83780E+00
+185.6000E+00,-73.42231E+00
+186.0000E+00,-73.00682E+00
+186.4000E+00,-72.59133E+00
+186.8000E+00,-72.17584E+00
+187.2000E+00,-71.76036E+00
+187.6000E+00,-71.34487E+00
+188.0000E+00,-70.92938E+00
+188.4000E+00,-70.51389E+00
+188.8000E+00,-70.09840E+00
+189.2000E+00,-69.68292E+00
+189.6000E+00,-69.26743E+00
+190.0000E+00,-68.85194E+00
+190.4000E+00,-68.43645E+00
+190.8000E+00,-68.14986E+00
+191.2000E+00,-68.52593E+00
+191.6000E+00,-68.90199E+00
+192.0000E+00,-69.27805E+00
+192.4000E+00,-69.65412E+00
+192.8000E+00,-70.03018E+00
+193.2000E+00,-70.40625E+00
+193.6000E+00,-70.78231E+00
+194.0000E+00,-71.15837E+00
+194.4000E+00,-71.53444E+00
+194.8000E+00,-71.91050E+00
+195.2000E+00,-72.28657E+00
+195.6000E+00,-72.66263E+00
+196.0000E+00,-73.03869E+00
+196.4000E+00,-73.41476E+00
+196.8000E+00,-73.79082E+00
+197.2000E+00,-74.16689E+00
+197.6000E+00,-74.54295E+00
+198.0000E+00,-74.91901E+00
+198.4000E+00,-75.21162E+00
+198.8000E+00,-74.65367E+00
+199.2000E+00,-74.09571E+00
+199.6000E+00,-73.53776E+00
+200.0000E+00,-72.97981E+00
+200.4000E+00,-72.42186E+00
+200.8000E+00,-71.86391E+00
+201.2000E+00,-71.30595E+00
+201.6000E+00,-70.74800E+00
+202.0000E+00,-70.19005E+00
+202.4000E+00,-69.63210E+00
+202.8000E+00,-69.07415E+00
+203.2000E+00,-68.51619E+00
+203.6000E+00,-67.95824E+00
+204.0000E+00,-67.40029E+00
+204.4000E+00,-66.84234E+00
+204.8000E+00,-66.28439E+00
+205.2000E+00,-65.72643E+00
+205.6000E+00,-65.16848E+00
+206.0000E+00,-64.62683E+00
+206.4000E+00,-65.09595E+00
+206.8000E+00,-65.56507E+00
+207.2000E+00,-66.03419E+00
+207.6000E+00,-66.50331E+00
+208.0000E+00,-66.97243E+00
+208.4000E+00,-67.44155E+00
+208.8000E+00,-67.91067E+00
+209.2000E+00,-68.37979E+00
+209.6000E+00,-68.84891E+00
+210.0000E+00,-69.31803E+00
+210.4000E+00,-69.78715E+00
+210.8000E+00,-70.25627E+00
+211.2000E+00,-70.72539E+00
+211.6000E+00,-71.19451E+00
+212.0000E+00,-71.66363E+00
+212.4000E+00,-72.13275E+00
+212.8000E+00,-72.60187E+00
+213.2000E+00,-73.07099E+00
+213.6000E+00,-73.54011E+00
+214.0000E+00,-73.22903E+00
+214.4000E+00,-72.87024E+00
+214.8000E+00,-72.51146E+00
+215.2000E+00,-72.15267E+00
+215.6000E+00,-71.79389E+00
+216.0000E+00,-71.43511E+00
+216.4000E+00,-71.07632E+00
+216.8000E+00,-70.71754E+00
+217.2000E+00,-70.35875E+00
+217.6000E+00,-69.99997E+00
+218.0000E+00,-69.64119E+00
+218.4000E+00,-69.28240E+00
+218.8000E+00,-68.92362E+00
+219.2000E+00,-68.56483E+00
+219.6000E+00,-68.20605E+00
+220.0000E+00,-67.84727E+00
+220.4000E+00,-67.48848E+00
+220.8000E+00,-67.12970E+00
+221.2000E+00,-66.77091E+00
+221.6000E+00,-67.53544E+00
+222.0000E+00,-68.46946E+00
+222.4000E+00,-69.40347E+00
+222.8000E+00,-70.33749E+00
+223.2000E+00,-71.27150E+00
+223.6000E+00,-72.20552E+00
+224.0000E+00,-73.13954E+00
+224.4000E+00,-74.07355E+00
+224.8000E+00,-75.00757E+00
+225.2000E+00,-75.94158E+00
+225.6000E+00,-76.87560E+00
+226.0000E+00,-77.80962E+00
+226.4000E+00,-78.74363E+00
+226.8000E+00,-79.67765E+00
+227.2000E+00,-80.61166E+00
+227.6000E+00,-81.54568E+00
+228.0000E+00,-82.47970E+00
+228.4000E+00,-83.41371E+00
+228.8000E+00,-84.34773E+00
+229.2000E+00,-83.99056E+00
+229.6000E+00,-83.30128E+00
+230.0000E+00,-82.61200E+00
+230.4000E+00,-81.92272E+00
+230.8000E+00,-81.23344E+00
+231.2000E+00,-80.54416E+00
+231.6000E+00,-79.85488E+00
+232.0000E+00,-79.16560E+00
+232.4000E+00,-78.47632E+00
+232.8000E+00,-77.78704E+00
+233.2000E+00,-77.09776E+00
+233.6000E+00,-76.40848E+00
+234.0000E+00,-75.71920E+00
+234.4000E+00,-75.02992E+00
+234.8000E+00,-74.34064E+00
+235.2000E+00,-73.65136E+00
+235.6000E+00,-72.96208E+00
+236.0000E+00,-72.27280E+00
+236.4000E+00,-71.58352E+00
+236.8000E+00,-71.75371E+00
+237.2000E+00,-72.25496E+00
+237.6000E+00,-72.75620E+00
+238.0000E+00,-73.25745E+00
+238.4000E+00,-73.75870E+00
+238.8000E+00,-74.25995E+00
+239.2000E+00,-74.76120E+00
+239.6000E+00,-75.26244E+00
+240.0000E+00,-75.76369E+00
+240.4000E+00,-76.26494E+00
+240.8000E+00,-76.76619E+00
+241.2000E+00,-77.26744E+00
+241.6000E+00,-77.76868E+00
+242.0000E+00,-78.26993E+00
+242.4000E+00,-78.77118E+00
+242.8000E+00,-79.27243E+00
+243.2000E+00,-79.77368E+00
+243.6000E+00,-80.27492E+00
+244.0000E+00,-80.77617E+00
+244.4000E+00,-80.65534E+00
+244.8000E+00,-80.19722E+00
+245.2000E+00,-79.73911E+00
+245.6000E+00,-79.28100E+00
+246.0000E+00,-78.82289E+00
+246.4000E+00,-78.36478E+00
+246.8000E+00,-77.90666E+00
+247.2000E+00,-77.44855E+00
+247.6000E+00,-76.99044E+00
+248.0000E+00,-76.53233E+00
+248.4000E+00,-76.07422E+00
+248.8000E+00,-75.61610E+00
+249.2000E+00,-75.15799E+00
+249.6000E+00,-74.69988E+00
+250.0000E+00,-74.24177E+00
+250.4000E+00,-73.78366E+00
+250.8000E+00,-73.32554E+00
+251.2000E+00,-72.86743E+00
+251.6000E+00,-72.40932E+00
+252.0000E+00,-72.33941E+00
+252.4000E+00,-72.55650E+00
+252.8000E+00,-72.77359E+00
+253.2000E+00,-72.99068E+00
+253.6000E+00,-73.20777E+00
+254.0000E+00,-73.42485E+00
+254.4000E+00,-73.64194E+00
+254.8000E+00,-73.85903E+00
+255.2000E+00,-74.07612E+00
+255.6000E+00,-74.29321E+00
+256.0000E+00,-74.51029E+00
+256.4000E+00,-74.72738E+00
+256.8000E+00,-74.94447E+00
+257.2000E+00,-75.16156E+00
+257.6000E+00,-75.37865E+00
+258.0000E+00,-75.59573E+00
+258.4000E+00,-75.81282E+00
+258.8000E+00,-76.02991E+00
+259.2000E+00,-76.24700E+00
+259.6000E+00,-76.28192E+00
+260.0000E+00,-76.13575E+00
+260.4000E+00,-75.98957E+00
+260.8000E+00,-75.84339E+00
+261.2000E+00,-75.69722E+00
+261.6000E+00,-75.55104E+00
+262.0000E+00,-75.40487E+00
+262.4000E+00,-75.25869E+00
+262.8000E+00,-75.11251E+00
+263.2000E+00,-74.96634E+00
+263.6000E+00,-74.82016E+00
+264.0000E+00,-74.67399E+00
+264.4000E+00,-74.52781E+00
+264.8000E+00,-74.38163E+00
+265.2000E+00,-74.23546E+00
+265.6000E+00,-74.08928E+00
+266.0000E+00,-73.94311E+00
+266.4000E+00,-73.79693E+00
+266.8000E+00,-73.65075E+00
+267.2000E+00,-73.66766E+00
+267.6000E+00,-73.90254E+00
+268.0000E+00,-74.13742E+00
+268.4000E+00,-74.37230E+00
+268.8000E+00,-74.60718E+00
+269.2000E+00,-74.84206E+00
+269.6000E+00,-75.07694E+00
+270.0000E+00,-75.31182E+00
+270.4000E+00,-75.54670E+00
+270.8000E+00,-75.78158E+00
+271.2000E+00,-76.01646E+00
+271.6000E+00,-76.25134E+00
+272.0000E+00,-76.48622E+00
+272.4000E+00,-76.72110E+00
+272.8000E+00,-76.95598E+00
+273.2000E+00,-77.19086E+00
+273.6000E+00,-77.42574E+00
+274.0000E+00,-77.66062E+00
+274.4000E+00,-77.89550E+00
+274.8000E+00,-77.98922E+00
+275.2000E+00,-77.82589E+00
+275.6000E+00,-77.66256E+00
+276.0000E+00,-77.49924E+00
+276.4000E+00,-77.33591E+00
+276.8000E+00,-77.17258E+00
+277.2000E+00,-77.00925E+00
+277.6000E+00,-76.84592E+00
+278.0000E+00,-76.68260E+00
+278.4000E+00,-76.51927E+00
+278.8000E+00,-76.35594E+00
+279.2000E+00,-76.19261E+00
+279.6000E+00,-76.02928E+00
+280.0000E+00,-75.86596E+00
+280.4000E+00,-75.70263E+00
+280.8000E+00,-75.53930E+00
+281.2000E+00,-75.37597E+00
+281.6000E+00,-75.21264E+00
+282.0000E+00,-75.04932E+00
+282.4000E+00,-74.94868E+00
+282.8000E+00,-75.00846E+00
+283.2000E+00,-75.06823E+00
+283.6000E+00,-75.12801E+00
+284.0000E+00,-75.18779E+00
+284.4000E+00,-75.24756E+00
+284.8000E+00,-75.30734E+00
+285.2000E+00,-75.36711E+00
+285.6000E+00,-75.42689E+00
+286.0000E+00,-75.48667E+00
+286.4000E+00,-75.54644E+00
+286.8000E+00,-75.60622E+00
+287.2000E+00,-75.66599E+00
+287.6000E+00,-75.72577E+00
+288.0000E+00,-75.78555E+00
+288.4000E+00,-75.84532E+00
+288.8000E+00,-75.90510E+00
+289.2000E+00,-75.96487E+00
+289.6000E+00,-76.02465E+00
+290.0000E+00,-76.09659E+00
+290.4000E+00,-76.21499E+00
+290.8000E+00,-76.33339E+00
+291.2000E+00,-76.45179E+00
+291.6000E+00,-76.57019E+00
+292.0000E+00,-76.68859E+00
+292.4000E+00,-76.80699E+00
+292.8000E+00,-76.92539E+00
+293.2000E+00,-77.04379E+00
+293.6000E+00,-77.16219E+00
+294.0000E+00,-77.28059E+00
+294.4000E+00,-77.39899E+00
+294.8000E+00,-77.51739E+00
+295.2000E+00,-77.63579E+00
+295.6000E+00,-77.75419E+00
+296.0000E+00,-77.87259E+00
+296.4000E+00,-77.99099E+00
+296.8000E+00,-78.10939E+00
+297.2000E+00,-78.22779E+00
+297.6000E+00,-78.30478E+00
+298.0000E+00,-78.11418E+00
+298.4000E+00,-77.92359E+00
+298.8000E+00,-77.73300E+00
+299.2000E+00,-77.54241E+00
+299.6000E+00,-77.35182E+00
+300.0000E+00,-77.16122E+00
+300.4000E+00,-76.97063E+00
+300.8000E+00,-76.78004E+00
+301.2000E+00,-76.58945E+00
+301.6000E+00,-76.39886E+00
+302.0000E+00,-76.20826E+00
+302.4000E+00,-76.01767E+00
+302.8000E+00,-75.82708E+00
+303.2000E+00,-75.63649E+00
+303.6000E+00,-75.44590E+00
+304.0000E+00,-75.25530E+00
+304.4000E+00,-75.06471E+00
+304.8000E+00,-74.87412E+00
+305.2000E+00,-74.68488E+00
+305.6000E+00,-74.51669E+00
+306.0000E+00,-74.34850E+00
+306.4000E+00,-74.18031E+00
+306.8000E+00,-74.01212E+00
+307.2000E+00,-73.84392E+00
+307.6000E+00,-73.67573E+00
+308.0000E+00,-73.50754E+00
+308.4000E+00,-73.33935E+00
+308.8000E+00,-73.17116E+00
+309.2000E+00,-73.00296E+00
+309.6000E+00,-72.83477E+00
+310.0000E+00,-72.66658E+00
